Year,title,tconst,original_title_imdb,runtime_minutes,genres,averagerating,numvotes,original_language,original_title_mvdb,release_date_imdb,genre1,genre2,genre3,release_date_tn,domestic_gross,worldwide_gross,budget
2011,Warrior,tt1291584,Warrior,140.0,"Drama,Sport",8.2,403755.0,en,Warrior,2011-09-09,Drama,Sport,,"Sep 9, 2011","$13,657,115","$24,215,385",25000000.0
2011,Water for Elephants,tt1067583,Water for Elephants,120.0,"Drama,Romance",6.9,105812.0,en,Water for Elephants,2011-04-22,Drama,Romance,,"Apr 22, 2011","$58,709,717","$116,809,717",38000000.0
2011,We Bought a Zoo,tt1389137,We Bought a Zoo,124.0,"Comedy,Drama,Family",7.1,126849.0,en,We Bought a Zoo,2011-12-23,Comedy,Drama,Family,"Dec 23, 2011","$75,624,550","$118,729,073",50000000.0
2011,Weekend,tt1714210,Weekend,97.0,"Drama,Romance",7.6,25424.0,en,Weekend,2011-09-22,Drama,Romance,,"Sep 23, 2011","$484,592","$1,577,585","$190,000"
2011,Weekend,tt1791679,Weekend,121.0,"Action,Comedy,Crime",4.0,583.0,en,Weekend,2011-09-22,Action,Comedy,Crime,"Sep 23, 2011","$484,592","$1,577,585","$190,000"
2011,Weekend,tt1910670,Weekend,80.0,"Comedy,Drama",,,en,Weekend,2011-09-22,Comedy,Drama,,"Sep 23, 2011","$484,592","$1,577,585","$190,000"
2011,What's Your Number?,tt0770703,What's Your Number?,106.0,"Comedy,Romance",6.1,67922.0,en,What's Your Number?,2011-09-30,Comedy,Romance,,"Sep 30, 2011","$14,011,084","$30,163,785",20000000.0
2011,Winnie the Pooh,tt1449283,Winnie the Pooh,63.0,"Adventure,Animation,Comedy",7.2,19605.0,en,Winnie the Pooh,2011-07-14,Adventure,Animation,Comedy,"Jul 15, 2011","$26,692,846","$50,145,607",30000000.0
2011,Without Men,tt1547090,Without Men,87.0,Comedy,3.3,1576.0,en,Without Men,2011-06-29,Comedy,,,"Dec 31, 2011",$0,$0,"$4,700,000"
2011,X-Men: First Class,tt1270798,X: First Class,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,en,X-Men: First Class,2011-06-03,Action,Adventure,Sci-Fi,"Jun 3, 2011","$146,408,305","$355,408,305",160000000.0
2011,Young Adult,tt1625346,Young Adult,94.0,"Comedy,Drama",6.3,74071.0,en,Young Adult,2011-12-16,Comedy,Drama,,"Dec 9, 2011","$16,311,571","$22,750,356",12000000.0
2011,Your Highness,tt1240982,Your Highness,102.0,"Adventure,Comedy,Fantasy",5.5,92940.0,en,Your Highness,2011-04-08,Adventure,Comedy,Fantasy,"Apr 8, 2011","$21,596,445","$26,121,638",50000000.0
2011,Zookeeper,tt1222817,Zookeeper,102.0,"Comedy,Family,Romance",5.2,52396.0,en,Zookeeper,2011-07-08,Comedy,Family,Romance,"Jul 8, 2011","$80,360,866","$170,805,525",80000000.0
2012,21 Jump Street,tt1232829,21 Jump Street,109.0,"Action,Comedy,Crime",7.2,477771.0,en,21 Jump Street,2012-03-12,Action,Comedy,Crime,"Mar 16, 2012","$138,447,667","$202,812,429",54700000.0
2012,A Thousand Words,tt0763831,A Thousand Words,91.0,"Comedy,Drama",5.9,36387.0,en,A Thousand Words,2012-03-08,Comedy,Drama,,"Mar 9, 2012","$18,450,127","$20,790,486",40000000.0
2012,Abraham Lincoln: Vampire Hunter,tt1611224,Abraham Lincoln: Vampire Hunter,105.0,"Action,Fantasy,Horror",5.9,142853.0,en,Abraham Lincoln: Vampire Hunter,2012-06-22,Action,Fantasy,Horror,"Jun 22, 2012","$37,519,139","$137,489,730",99500000.0
2012,Act of Valor,tt1591479,Act of Valor,110.0,"Action,Adventure,Drama",6.5,63787.0,en,Act of Valor,2012-02-24,Action,Adventure,Drama,"Feb 24, 2012","$70,012,847","$82,497,035",12000000.0
2012,After,tt1799508,After,90.0,"Drama,Fantasy,Mystery",5.5,4881.0,en,After,2012-09-14,Drama,Fantasy,Mystery,"Dec 31, 2012",$0,$0,"$650,000"
2012,After,tt2404163,After,83.0,Romance,6.3,34.0,en,After,2012-09-14,Romance,,,"Dec 31, 2012",$0,$0,"$650,000"
2012,Alex Cross,tt1712170,Alex Cross,101.0,"Action,Crime,Mystery",5.1,30951.0,en,Alex Cross,2012-10-18,Action,Crime,Mystery,"Oct 19, 2012","$25,888,412","$35,426,759",35000000.0
2012,American Reunion,tt1605630,American Reunion,113.0,Comedy,6.7,192250.0,en,American Reunion,2012-04-06,Comedy,,,"Apr 6, 2012","$56,758,835","$236,799,211",50000000.0
2012,Amour,tt1602620,Amour,127.0,"Drama,Romance",7.9,84960.0,fr,Amour,2012-12-19,Drama,Romance,,"Dec 19, 2012","$6,738,954","$36,787,044",8900000.0
2012,Anna Karenina,tt1781769,Anna Karenina,129.0,"Drama,Romance",6.6,84668.0,en,Anna Karenina,2012-11-16,Drama,Romance,,"Nov 16, 2012","$12,816,367","$71,004,627",40600000.0
2012,Arbitrage,tt1764183,Arbitrage,107.0,"Drama,Thriller",6.6,46774.0,en,Arbitrage,2012-09-14,Drama,Thriller,,"Sep 14, 2012","$7,919,574","$35,830,713",12000000.0
2012,Argo,tt1024648,Argo,120.0,"Biography,Drama,Thriller",7.7,534683.0,en,Argo,2012-10-12,Biography,Drama,Thriller,"Oct 12, 2012","$136,025,503","$227,140,757",44500000.0
2012,Bachelorette,tt1920849,Bachelorette,87.0,"Comedy,Romance",5.3,43131.0,en,Bachelorette,2012-09-06,Comedy,Romance,,"Sep 7, 2012","$446,770","$12,577,401",3000000.0
2012,Battleship,tt1440129,Battleship,131.0,"Action,Adventure,Sci-Fi",5.8,225342.0,en,Battleship,2012-05-18,Action,Adventure,Sci-Fi,"May 18, 2012","$65,233,400","$313,477,717","$220,000,000"
2012,Beasts of the Southern Wild,tt2125435,Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,77440.0,en,Beasts of the Southern Wild,2012-06-29,Adventure,Drama,Fantasy,"Jun 27, 2012","$12,795,746","$23,265,132",1800000.0
2012,Big Miracle,tt1430615,Big Miracle,107.0,"Biography,Drama,Family",6.5,17585.0,en,Big Miracle,2012-02-03,Biography,Drama,Family,"Feb 3, 2012","$20,157,300","$25,268,680",40000000.0
2012,Blue Like Jazz,tt1758575,Blue Like Jazz,108.0,"Comedy,Drama",5.9,2810.0,en,Blue Like Jazz,2012-04-13,Comedy,Drama,,"Apr 13, 2012","$595,018","$595,018",1200000.0
2012,Brave,tt1217209,Brave,93.0,"Adventure,Animation,Comedy",7.1,338728.0,en,Brave,2012-06-22,Adventure,Animation,Comedy,"Jun 22, 2012","$237,282,182","$554,606,532",185000000.0
2012,Burn,tt1781784,Burn,86.0,Documentary,7.5,663.0,en,Burn,2012-11-01,Documentary,,,"Jul 20, 2012","$1,109,276","$1,109,276","$225,000"
2012,Chasing Mavericks,tt1629757,Chasing Mavericks,116.0,"Biography,Drama,Sport",7.2,28994.0,en,Chasing Mavericks,2012-10-26,Biography,Drama,Sport,"Oct 26, 2012","$6,002,756","$8,300,821",20000000.0
2012,Chernobyl Diaries,tt1991245,Chernobyl Diaries,86.0,"Horror,Mystery,Thriller",5.0,60304.0,en,Chernobyl Diaries,2012-05-25,Horror,Mystery,Thriller,"May 25, 2012","$18,119,640","$42,411,721",1000000.0
2012,Chronicle,tt1706593,Chronicle,84.0,"Drama,Sci-Fi,Thriller",7.1,229258.0,en,Chronicle,2012-02-02,Drama,Sci-Fi,Thriller,"Feb 3, 2012","$64,575,175","$123,681,790",12000000.0
2012,Cirque du Soleil: Worlds Away,tt1792647,Cirque du Soleil: Worlds Away,91.0,Fantasy,6.8,7643.0,en,Cirque du Soleil: Worlds Away,2012-12-21,Fantasy,,,"Dec 21, 2012","$12,512,862","$28,012,862",25000000.0
2012,Cloud Atlas,tt1371111,Cloud Atlas,172.0,"Action,Drama,Mystery",7.4,326473.0,en,Cloud Atlas,2012-10-26,Action,Drama,Mystery,"Oct 26, 2012","$27,108,272","$130,673,154",146700000.0
2012,Compliance,tt1971352,Compliance,90.0,"Biography,Crime,Drama",6.4,28703.0,en,Compliance,2012-08-24,Biography,Crime,Drama,"Aug 17, 2012","$319,285","$830,700","$270,000"
2012,Contraband,tt1524137,Contraband,109.0,"Action,Crime,Drama",6.5,111709.0,en,Contraband,2012-01-13,Action,Crime,Drama,"Jan 13, 2012","$66,528,000","$98,406,855",25000000.0
2012,Crowsnest,tt2180333,Crowsnest,84.0,"Horror,Mystery,Thriller",3.9,1481.0,en,Crowsnest,2012-01-01,Horror,Mystery,Thriller,"Sep 7, 2012",$0,$0,"$1,200,000"
2012,Dangerous Liaisons,tt2071441,Wi-heom-han gyan-gye,110.0,"Drama,Mystery,Romance",5.9,1694.0,zh,危險關係,2012-11-09,Drama,Mystery,Romance,"Nov 9, 2012","$17,000","$10,447,579","$24,200,000"
2012,Dark Shadows,tt1077368,Dark Shadows,113.0,"Comedy,Fantasy,Horror",6.2,229818.0,en,Dark Shadows,2012-05-11,Comedy,Fantasy,Horror,"May 11, 2012","$79,727,149","$238,202,668",150000000.0
2012,Darling Companion,tt1730687,Darling Companion,103.0,"Comedy,Drama,Romance",5.1,3085.0,en,Darling Companion,2012-04-20,Comedy,Drama,Romance,"Apr 20, 2012","$793,352","$1,200,346",12000000.0
2012,Deadfall,tt1667310,Deadfall,95.0,"Crime,Drama,Thriller",6.3,36491.0,en,Deadfall,2012-12-07,Crime,Drama,Thriller,"Dec 7, 2012","$66,351","$1,673,635",12000000.0
2012,Diary of a Wimpy Kid: Dog Days,tt2023453,Diary of a Wimpy Kid: Dog Days,94.0,"Comedy,Family",6.3,19571.0,en,Diary of a Wimpy Kid: Dog Days,2012-08-03,Comedy,Family,,"Aug 3, 2012","$49,008,662","$77,229,695",22000000.0
2012,Django Unchained,tt1853728,Django Unchained,165.0,"Drama,Western",8.4,1211405.0,en,Django Unchained,2012-12-25,Drama,Western,,"Dec 25, 2012","$162,805,434","$449,948,323",100000000.0
2012,Dredd,tt1343727,Dredd,95.0,"Action,Crime,Sci-Fi",7.1,234616.0,en,Dredd,2012-09-21,Action,Crime,Sci-Fi,"Sep 21, 2012","$13,414,714","$41,467,606",45000000.0
2012,Dysfunctional Friends,tt1653002,Dysfunctional Friends,111.0,"Comedy,Drama",5.2,760.0,en,Dysfunctional Friends,2012-02-03,Comedy,Drama,,"Feb 3, 2012",$0,$0,"$1,800,000"
2012,End of Watch,tt1855199,End of Watch,109.0,"Action,Crime,Drama",7.6,211308.0,en,End of Watch,2012-09-21,Action,Crime,Drama,"Sep 21, 2012","$41,003,371","$57,586,606",15000000.0
2012,Flight,tt1907668,Flight,138.0,"Drama,Thriller",7.3,303009.0,en,Flight,2012-11-02,Drama,Thriller,,"Nov 2, 2012","$93,772,375","$160,558,438",31000000.0
2012,For Greater Glory: The True Story of Cristiada,tt1566501,For Greater Glory: The True Story of Cristiada,145.0,"Drama,History,War",6.6,4202.0,en,For Greater Glory: The True Story of Cristiada,2012-06-01,Drama,History,War,"Jun 1, 2012","$5,669,081","$10,026,255",12000000.0
2012,Foreign Letters,tt1492841,Foreign Letters,99.0,"Comedy,Drama",6.9,180.0,en,Foreign Letters,2012-04-22,Comedy,Drama,,"Mar 31, 2012",$0,$0,"$40,000"
2012,Frankenweenie,tt1142977,Frankenweenie,87.0,"Animation,Comedy,Family",7.0,89489.0,en,Frankenweenie,2012-10-05,Animation,Comedy,Family,"Oct 5, 2012","$35,287,788","$81,150,788",39000000.0
2012,Fun Size,tt1663143,Fun Size,86.0,"Adventure,Comedy",5.4,12926.0,en,Fun Size,2012-10-26,Adventure,Comedy,,"Oct 26, 2012","$9,409,538","$11,166,615",14000000.0
2012,Girls Gone Dead,tt1884318,Girls Gone Dead,104.0,"Comedy,Horror",3.5,2230.0,en,Girls Gone Dead,2012-03-28,Comedy,Horror,,"Jul 17, 2012",$0,$0,61000000.0
2012,Hardflip,tt1907639,Hardflip,112.0,"Action,Drama",5.6,673.0,en,Hardflip,2012-06-01,Action,Drama,,"Jun 1, 2012","$96,734","$96,734","$1,000,000"
2012,Hayride,tt1861343,Hayride,93.0,"Crime,Drama,Horror",3.4,622.0,en,Hayride,2012-10-13,Crime,Drama,Horror,"Dec 31, 2012",$0,$0,"$60,000"
2012,Here Comes the Boom,tt1648179,Here Comes the Boom,105.0,"Action,Comedy,Sport",6.4,81761.0,en,Here Comes the Boom,2012-10-12,Action,Comedy,Sport,"Oct 12, 2012","$45,290,318","$73,239,258",42000000.0
2012,Highway,tt1693107,Hillbilly Highway,77.0,Comedy,3.5,183.0,en,Highway,2012-09-09,Comedy,,,"Dec 31, 2012",$0,$0,"$2,000,000"
2012,Highway,tt2210657,Highway,80.0,Drama,6.7,195.0,en,Highway,2012-09-09,Drama,,,"Dec 31, 2012",$0,$0,"$2,000,000"
2012,Holy Motors,tt2076220,Holy Motors,115.0,"Drama,Fantasy",7.1,36874.0,fr,Holy Motors,2012-10-17,Drama,Fantasy,,"Oct 17, 2012","$641,054","$4,230,426",4000000.0
2012,Hope Springs,tt1535438,Hope Springs,100.0,"Comedy,Drama,Romance",6.3,38667.0,en,Hope Springs,2012-08-07,Comedy,Drama,Romance,"Aug 8, 2012","$63,536,011","$133,085,295",30000000.0
2012,Hotel Transylvania,tt0837562,Hotel Transylvania,91.0,"Animation,Comedy,Family",7.1,204571.0,en,Hotel Transylvania,2012-09-28,Animation,Comedy,Family,"Sep 28, 2012","$148,313,048","$378,505,812",245000000.0
2012,House at the End of the Street,tt1582507,House at the End of the Street,101.0,"Drama,Horror,Thriller",5.6,66303.0,en,House at the End of the Street,2012-09-21,Drama,Horror,Thriller,"Sep 21, 2012","$31,611,916","$44,103,982",6900000.0
2012,Ice Age: Continental Drift,tt1667889,Ice Age: Continental Drift,88.0,"Adventure,Animation,Comedy",6.6,175601.0,en,Ice Age: Continental Drift,2012-07-13,Adventure,Animation,Comedy,"Jul 13, 2012","$161,321,843","$879,765,137",95000000.0
2012,Indie Game: The Movie,tt1942884,Indie Game: The Movie,103.0,"Documentary,Drama",7.7,19538.0,en,Indie Game: The Movie,2012-05-18,Documentary,Drama,,"May 18, 2012",$0,$0,"$100,000"
2012,Jab Tak Hai Jaan,tt2176013,Jab Tak Hai Jaan,176.0,"Drama,Romance",6.8,48364.0,hi,जब तक है जान,2012-11-13,Drama,Romance,,"Nov 13, 2012","$3,047,539","$5,806,666","$9,200,000"
2012,Jack Reacher,tt0790724,Jack Reacher,130.0,"Action,Crime,Thriller",7.0,284547.0,en,Jack Reacher,2012-12-21,Action,Crime,Thriller,"Dec 21, 2012","$80,070,736","$217,370,736",60000000.0
2012,John Carter,tt0401729,John Carter,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,en,John Carter,2012-03-09,Action,Adventure,Sci-Fi,"Mar 9, 2012","$73,058,679","$282,778,100","$275,000,000"
2012,Journey 2: The Mysterious Island,tt1397514,Journey 2: The Mysterious Island,94.0,"Action,Adventure,Comedy",5.8,83507.0,en,Journey 2: The Mysterious Island,2012-02-10,Action,Adventure,Comedy,"Feb 10, 2012","$103,860,290","$318,146,162",80000000.0
2012,Joyful Noise,tt1710396,Joyful Noise,118.0,"Comedy,Drama,Music",5.8,7575.0,en,Joyful Noise,2012-01-13,Comedy,Drama,Music,"Jan 13, 2012","$30,932,113","$31,157,914",25000000.0
2012,Katy Perry: Part of Me,tt2215719,Katy Perry: Part of Me,93.0,"Documentary,Music",5.9,13034.0,en,Katy Perry: Part of Me,2012-07-05,Documentary,Music,,"Jul 5, 2012","$25,326,071","$32,700,439",13000000.0
2012,Khiladi 786,tt2166214,Khiladi 786,141.0,"Action,Comedy",4.4,5648.0,en,Khiladi 786,2012-12-07,Action,Comedy,,"Dec 7, 2012","$385,422","$14,683,763","$5,600,000"
2012,Killing Them Softly,tt1764234,Killing Them Softly,97.0,"Crime,Thriller",6.2,124086.0,en,Killing Them Softly,2012-11-30,Crime,Thriller,,"Nov 30, 2012","$14,945,541","$39,238,443",15000000.0
2012,LOL,tt1592873,LOL,97.0,"Comedy,Drama,Romance",4.4,51424.0,en,LOL,2012-05-04,Comedy,Drama,Romance,"May 4, 2012",$0,"$10,431,506",11000000.0
2012,Lawless,tt1212450,Lawless,116.0,"Crime,Drama",7.3,214055.0,en,Lawless,2012-08-29,Crime,Drama,,"Aug 29, 2012","$37,397,291","$54,393,687",26000000.0
2012,Life of Pi,tt0454876,Life of Pi,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,en,Life of Pi,2012-11-21,Adventure,Drama,Fantasy,"Nov 21, 2012","$124,987,022","$620,912,003",120000000.0
2012,Lincoln,tt0443272,Lincoln,150.0,"Biography,Drama,History",7.4,228701.0,en,Lincoln,2012-11-16,Biography,Drama,History,"Nov 9, 2012","$182,207,973","$273,346,281",65000000.0
2012,Lockout,tt1592525,Lockout,95.0,"Action,Sci-Fi,Thriller",6.1,89554.0,en,Lockout,2012-04-13,Action,Sci-Fi,Thriller,"Apr 13, 2012","$14,326,865","$33,943,049","$20,000,000"
2012,Looper,tt1276104,Looper,113.0,"Action,Crime,Drama",7.4,500595.0,en,Looper,2012-09-28,Action,Crime,Drama,"Sep 28, 2012","$66,486,205","$170,466,405",30000000.0
2012,Madagascar 3: Europe's Most Wanted,tt1277953,Madagascar 3: Europe's Most Wanted,93.0,"Adventure,Animation,Comedy",6.8,146858.0,en,Madagascar 3: Europe's Most Wanted,2012-06-08,Adventure,Animation,Comedy,"Jun 8, 2012","$216,391,482","$746,921,271",145000000.0
2012,Magic Mike,tt1915581,Magic Mike,110.0,"Comedy,Drama",6.1,123955.0,en,Magic Mike,2012-06-29,Comedy,Drama,,"Jun 29, 2012","$113,721,571","$170,549,753",7000000.0
2012,Man on a Ledge,tt1568338,Man on a Ledge,102.0,"Action,Adventure,Crime",6.6,137507.0,en,Man on a Ledge,2012-01-27,Action,Adventure,Crime,"Jan 27, 2012","$18,620,000","$49,621,440",42000000.0
2012,Men in Black 3,tt1409024,Men in Black 3,106.0,"Action,Adventure,Comedy",6.8,309879.0,en,Men in Black 3,2012-05-25,Action,Adventure,Comedy,"May 25, 2012","$179,020,854","$654,213,485",225000000.0
2012,Middle of Nowhere,tt1211890,Middle of Nowhere,97.0,Drama,6.4,1406.0,en,Middle of Nowhere,2012-01-20,Drama,,,"Oct 12, 2012","$236,806","$236,806",200000.0
2012,Mirror Mirror,tt1667353,Mirror Mirror,106.0,"Adventure,Comedy,Drama",5.6,79510.0,en,Mirror Mirror,2012-03-30,Adventure,Comedy,Drama,"Mar 30, 2012","$64,935,167","$173,613,482",100000000.0
2012,Moonrise Kingdom,tt1748122,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama",7.8,291750.0,en,Moonrise Kingdom,2012-05-25,Adventure,Comedy,Drama,"May 25, 2012","$45,512,466","$68,848,446",16000000.0
2012,One for the Money,tt1598828,One for the Money,91.0,"Action,Comedy,Crime",5.3,38473.0,en,One for the Money,2012-01-27,Action,Comedy,Crime,"Jan 27, 2012","$26,414,527","$36,197,221",40000000.0
2012,ParaNorman,tt1623288,ParaNorman,92.0,"Adventure,Animation,Comedy",7.0,87250.0,en,ParaNorman,2012-08-17,Adventure,Animation,Comedy,"Aug 17, 2012","$56,003,051","$108,119,662",60000000.0
2012,Paranormal Activity 4,tt2109184,Paranormal Activity 4,88.0,"Horror,Mystery,Thriller",4.6,58408.0,en,Paranormal Activity 4,2012-10-19,Horror,Mystery,Thriller,"Oct 19, 2012","$53,900,335","$142,817,992",5000000.0
2012,Parental Guidance,tt1047540,Parental Guidance,105.0,"Comedy,Family",6.1,23711.0,en,Parental Guidance,2012-12-25,Comedy,Family,,"Dec 25, 2012","$77,267,296","$120,832,383",25000000.0
2012,People Like Us,tt1716777,People Like Us,114.0,"Comedy,Drama",7.1,39618.0,en,People Like Us,2012-06-29,Comedy,Drama,,"Jun 29, 2012","$12,431,792","$12,617,472",16000000.0
2012,Pitch Perfect,tt1981677,Pitch Perfect,112.0,"Comedy,Music,Romance",7.2,256565.0,en,Pitch Perfect,2012-09-28,Comedy,Music,Romance,"Sep 28, 2012","$65,001,093","$116,044,347",17000000.0
2012,Premium Rush,tt1547234,Premium Rush,91.0,"Action,Crime,Thriller",6.5,105279.0,en,Premium Rush,2012-08-24,Action,Crime,Thriller,"Aug 24, 2012","$20,275,446","$31,393,201",35000000.0
2012,Project X,tt1636826,Project X,88.0,Comedy,6.7,177782.0,en,Project X,2012-03-02,Comedy,,,"Mar 2, 2012","$54,731,865","$103,028,188",12000000.0
2012,Prometheus,tt1446714,Prometheus,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720.0,en,Prometheus,2012-06-08,Adventure,Mystery,Sci-Fi,"Jun 8, 2012","$126,477,084","$402,448,265",130000000.0
2012,Red Dawn,tt1234719,Red Dawn,93.0,"Action,Sci-Fi,Thriller",5.4,69599.0,en,Red Dawn,2012-11-21,Action,Sci-Fi,Thriller,"Nov 21, 2012","$44,806,783","$48,164,150",65000000.0
2012,Red Lights,tt1748179,Red Lights,114.0,"Drama,Fantasy,Horror",6.2,55287.0,en,Red Lights,2012-07-12,Drama,Fantasy,Horror,"Jul 13, 2012","$49,521","$14,518,884","$17,700,000"
2012,Red Tails,tt0485985,Red Tails,125.0,"Action,Adventure,Drama",5.9,31815.0,en,Red Tails,2012-01-11,Action,Adventure,Drama,"Jan 20, 2012","$49,876,377","$50,365,498",58000000.0
2012,Resident Evil: Retribution,tt1855325,Resident Evil: Retribution,95.0,"Action,Horror,Sci-Fi",5.4,125191.0,en,Resident Evil: Retribution,2012-09-14,Action,Horror,Sci-Fi,"Sep 14, 2012","$42,345,531","$240,647,629",65000000.0
2012,Rise of the Guardians,tt1446192,Rise of the Guardians,97.0,"Action,Adventure,Animation",7.3,145281.0,en,Rise of the Guardians,2012-11-21,Action,Adventure,Animation,"Nov 21, 2012","$103,412,758","$306,900,902",145000000.0
2012,Robot & Frank,tt1990314,Robot & Frank,89.0,"Comedy,Crime,Drama",7.1,59229.0,en,Robot & Frank,2012-08-16,Comedy,Crime,Drama,"Aug 17, 2012","$3,317,468","$4,934,356","$2,500,000"
2012,Rock of Ages,tt1336608,Rock of Ages,123.0,"Comedy,Drama,Musical",5.9,69910.0,en,Rock of Ages,2012-06-15,Comedy,Drama,Musical,"Jun 15, 2012","$38,518,613","$61,031,932",75000000.0
2012,Safe,tt1656190,Safe,94.0,"Action,Crime,Thriller",6.5,96388.0,en,Safe,2012-04-16,Action,Crime,Thriller,"Apr 27, 2012","$17,142,080","$41,495,213",30000000.0
2012,Safe House,tt1599348,Safe House,115.0,"Action,Adventure,Crime",6.8,192655.0,en,Safe House,2012-02-10,Action,Adventure,Crime,"Feb 10, 2012","$126,181,630","$208,542,162",85000000.0
2012,Safety Not Guaranteed,tt1862079,Safety Not Guaranteed,86.0,"Comedy,Drama,Romance",7.0,111907.0,en,Safety Not Guaranteed,2012-06-08,Comedy,Drama,Romance,"Jun 8, 2012","$4,010,957","$4,422,318",750000.0
2012,Savages,tt1615065,Savages,131.0,"Crime,Drama,Thriller",6.5,115793.0,en,Savages,2012-07-06,Crime,Drama,Thriller,"Jul 6, 2012","$47,323,100","$82,513,490",45000000.0
2012,Seeking a Friend for the End of the World,tt1307068,Seeking a Friend for the End of the World,101.0,"Adventure,Comedy,Drama",6.7,102047.0,en,Seeking a Friend for the End of the World,2012-06-22,Adventure,Comedy,Drama,"Jun 22, 2012","$7,078,738","$11,766,959",10000000.0
2012,Seven Psychopaths,tt1931533,Seven Psychopaths,110.0,"Comedy,Crime",7.2,223493.0,en,Seven Psychopaths,2012-10-12,Comedy,Crime,,"Oct 12, 2012","$15,024,049","$33,035,736",15000000.0
2012,Silver Linings Playbook,tt1045658,Silver Linings Playbook,122.0,"Comedy,Drama,Romance",7.7,621018.0,en,Silver Linings Playbook,2012-12-25,Comedy,Drama,Romance,"Nov 16, 2012","$132,092,958","$236,412,453",21000000.0
2012,Sinister,tt1922777,Sinister,110.0,"Horror,Mystery,Thriller",6.8,198345.0,en,Sinister,2012-10-12,Horror,Mystery,Thriller,"Oct 12, 2012","$48,086,903","$87,727,807",3000000.0
2012,Skyfall,tt1074638,Skyfall,143.0,"Action,Adventure,Thriller",7.8,592221.0,en,Skyfall,2012-11-09,Action,Adventure,Thriller,"Nov 8, 2012","$304,360,277","$1,110,526,981",200000000.0
2012,Snow White and the Huntsman,tt1735898,Snow White and the Huntsman,127.0,"Action,Adventure,Drama",6.1,258938.0,en,Snow White and the Huntsman,2012-06-01,Action,Adventure,Drama,"Jun 1, 2012","$155,136,755","$401,021,746",170000000.0
2012,Snow White: A Deadly Summer,tt2149137,Snow White: A Deadly Summer,83.0,Horror,2.2,679.0,en,Snow White: A Deadly Summer,2012-03-16,Horror,,,"Mar 20, 2012",$0,$0,1000000.0
2012,Sparkle,tt1876451,Sparkle,116.0,"Drama,Music",5.7,5643.0,en,Sparkle,2012-08-17,Drama,Music,,"Aug 17, 2012","$24,397,469","$24,660,323",14000000.0
2012,Step Up Revolution,tt1800741,Step Up Revolution,99.0,"Drama,Music,Romance",6.5,51295.0,en,Step Up Revolution,2012-07-27,Drama,Music,Romance,"Jul 27, 2012","$35,074,677","$165,552,290",33000000.0
2012,Stolen,tt1656186,Stolen,96.0,"Action,Crime,Thriller",5.5,41313.0,en,Stolen,2012-09-14,Action,Crime,Thriller,"Sep 14, 2012","$289,773","$17,967,746",35000000.0
2012,Taken 2,tt1397280,Taken 2,92.0,"Action,Thriller",6.3,273106.0,en,Taken 2,2012-10-04,Action,Thriller,,"Oct 5, 2012","$139,854,287","$377,807,404",45000000.0
2012,Ted,tt1637725,Ted,106.0,"Comedy,Fantasy",6.9,538367.0,en,Ted,2012-06-29,Comedy,Fantasy,,"Jun 29, 2012","$218,665,740","$556,016,627",50000000.0
2012,That's My Boy,tt1232200,That's My Boy,116.0,Comedy,5.6,83009.0,en,That's My Boy,2012-06-15,Comedy,,,"Jun 15, 2012","$36,931,089","$58,085,235",70000000.0
2012,The Amazing Spider-Man,tt0948470,The Amazing Spider-Man,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,en,The Amazing Spider-Man,2012-07-04,Action,Adventure,Sci-Fi,"Jul 3, 2012","$262,030,663","$757,890,267",230000000.0
2012,The Apparition,tt1433822,The Apparition,83.0,"Horror,Thriller",4.1,18112.0,en,The Apparition,2012-08-24,Horror,Thriller,,"Aug 24, 2012","$4,936,819","$10,637,281",17000000.0
2012,The Avengers,tt0848228,The Avengers,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,en,The Avengers,2012-05-04,Action,Adventure,Sci-Fi,"May 4, 2012","$623,279,547","$1,517,935,897",220000000.0
2012,The Bourne Legacy,tt1194173,The Bourne Legacy,135.0,"Action,Adventure,Thriller",6.7,268678.0,en,The Bourne Legacy,2012-08-10,Action,Adventure,Thriller,"Aug 10, 2012","$113,203,870","$280,355,920",125000000.0
2012,The Campaign,tt1790886,The Campaign,85.0,Comedy,6.1,118678.0,en,The Campaign,2012-08-10,Comedy,,,"Aug 10, 2012","$86,907,746","$104,907,746","$95,000,000"
2012,The Cold Light of Day,tt1366365,The Cold Light of Day,93.0,"Action,Thriller",4.9,33039.0,en,The Cold Light of Day,2012-09-06,Action,Thriller,,"Sep 7, 2012","$3,763,583","$25,361,206",20000000.0
2012,The Collection,tt1748227,The Collection,82.0,"Action,Horror,Thriller",6.1,42256.0,en,The Collection,2012-09-21,Action,Horror,Thriller,"Nov 30, 2012","$6,810,754","$8,890,094",10000000.0
2012,The Dark Knight Rises,tt1345836,The Dark Knight Rises,164.0,"Action,Thriller",8.4,1387769.0,en,The Dark Knight Rises,2012-07-20,Action,Thriller,,"Jul 20, 2012","$448,139,099","$1,084,439,099","$275,000,000"
