start_year,title,tconst,original_title_imdb,runtime_minutes,genres,averagerating,numvotes,original_language,original_title_mvdb,release_date_imdb,studio,domestic_gross_imdb,foreign_gross,id,release_date_tn,production_budget,domestic_gross_tn,worldwide_gross,budget_wiki
2013,Devil May Call,tt2569298,Devil May Call,84.0,"Horror,Thriller",4.4,403.0,en,Devil May Call,2013-03-29,,,,,,,,,Unknown
2013,Devil in My Ride,tt2072939,Devil in My Ride,95.0,"Adventure,Comedy,Horror",4.5,134.0,en,Devil in My Ride,2013-10-06,,,,,,,,,Unknown
2013,Devil's Deal,tt2396711,The Merchant,101.0,"Drama,Horror,Thriller",2.5,160.0,en,Devil's Deal,2013-03-03,,,,,,,,,Unknown
2013,Devil's Knot,tt0804463,Devil's Knot,114.0,"Biography,Crime,Drama",6.1,18716.0,en,Devil's Knot,2013-05-09,,,,,,,,,Unknown
2013,Devils in the Darkness,tt3302258,Devils in the Darkness,106.0,"Horror,Thriller",4.5,44.0,en,Devils in the Darkness,2013-05-15,,,,,,,,,Unknown
2013,Devils of War,tt2675318,Devils of War,74.0,"Action,Horror",2.0,373.0,en,Devils of War,2013-01-01,,,,,,,,,Unknown
2013,Diana,tt1758595,Diana,113.0,"Biography,Drama,Romance",5.5,17608.0,en,Diana,2013-11-01,EOne,335000.0,21400000,,,,,,15000000
2013,Dick Figures: The Movie,tt2312262,Dick Figures: The Movie,73.0,"Action,Adventure,Animation",6.8,1275.0,en,Dick Figures: The Movie,2013-09-16,,,,,,,,,Unknown
2013,Die Die Delta Pi,tt3144022,Die Die Delta Pi,78.0,Horror,4.0,133.0,en,Die Die Delta Pi,2013-06-21,,,,,,,,,Unknown
2013,Different Drummers,tt2472742,Different Drummers,107.0,"Adventure,Drama,Family",6.4,229.0,en,Different Drummers,2013-05-20,,,,,,,,,Unknown
2013,Dirty Wars,tt2532528,Dirty Wars,87.0,"Crime,Documentary,Drama",7.5,8700.0,en,Dirty Wars,2013-01-18,,,,,,,,,Unknown
2013,Diving Normal,tt2401346,Diving Normal,92.0,Drama,7.6,67.0,en,Diving Normal,2013-04-09,,,,,,,,,Unknown
2013,Doctor Bello,tt2723358,Doctor Bello,95.0,"Action,Drama",5.4,19.0,en,Doctor Bello,2013-02-22,,,,,,,,,Unknown
2013,Dolls of Voodoo,tt1151914,Haitian Nights,78.0,Thriller,3.0,67.0,en,Dolls of Voodoo,2013-08-13,,,,,,,,,Unknown
2013,Don Jon,tt2229499,Don Jon,90.0,"Comedy,Drama,Romance",6.6,216350.0,en,Don Jon,2013-09-27,Rela.,24500000.0,6000000,18.0,"Sep 27, 2013","$5,500,000","$24,477,704","$41,268,579",7500000
2013,Don't Go to the Reunion,tt2637580,Don't Go to the Reunion,75.0,"Horror,Mystery,Thriller",4.1,457.0,en,Don't Go to the Reunion,2013-10-05,,,,,,,,,Unknown
2013,Don't Pass Me By,tt1985064,Don't Pass Me By,100.0,Drama,6.1,91.0,en,Don't Pass Me By,2013-01-12,,,,,,,,,Unknown
2013,Don't Say No Until I Finish Talking: The Story of Richard D. Zanuck,tt2310814,Don't Say No Until I Finish Talking: The Story of Richard D. Zanuck,88.0,"Biography,Documentary",7.0,97.0,en,Don't Say No Until I Finish Talking: The Story of Richard D. Zanuck,2013-05-08,,,,,,,,,Unknown
2013,Doom Room,tt2157045,Nightmare Box,90.0,"Horror,Thriller",3.0,178.0,en,Doom Room,2013-10-10,,,,,,,,,Unknown
2013,Doonby,tt1645054,Doonby,104.0,"Drama,Mystery",5.5,335.0,en,Doonby,2013-11-01,,,,,,,,,2000000
2013,Dose of Reality,tt1961279,Dose of Reality,95.0,"Drama,Mystery,Thriller",4.7,335.0,en,Dose of Reality,2013-02-28,,,,,,,,,Unknown
2013,Downloaded,tt2033981,Downloaded,106.0,Documentary,6.9,2570.0,en,Downloaded,2013-06-21,,,,,,,,,Unknown
2013,Dracano,tt2393174,Dracano,91.0,"Action,Adventure,Comedy",3.0,325.0,en,Dracano,2013-06-04,,,,,,,,,Unknown
2013,Dracula: The Dark Prince,tt2287214,Dracula: The Dark Prince,100.0,"Action,Fantasy",3.9,1523.0,en,Dracula: The Dark Prince,2013-10-15,,,,,,,,,Unknown
2013,Dracula: The Impaler,tt2543202,The Impaler,86.0,"Action,Horror,Thriller",3.7,735.0,en,The Impaler,2013-10-31,,,,,,,,,Unknown
2013,Dragon Day,tt1772262,Dragon Day,95.0,"Drama,Sci-Fi,Thriller",4.0,903.0,en,Dragon Day,2013-01-10,,,,,,,,,Unknown
2013,Dragonfyre,tt2333508,Dragonfyre,97.0,"Action,Adventure,Fantasy",3.5,1742.0,en,Dragonfyre,2013-09-06,,,,,,,,,Unknown
2013,Dreamer,tt2379805,Dreamer,84.0,Drama,7.4,27.0,en,Dreamer,2013-03-02,,,,,,,,,Unknown
2013,Dreams,tt1870375,Dreams,141.0,Drama,6.1,88.0,en,Dreams,2013-02-01,,,,,,,,,Unknown
2013,Drew: The Man Behind the Poster,tt1486843,Drew: The Man Behind the Poster,97.0,"Biography,Documentary",7.5,846.0,en,Drew: The Man Behind the Poster,2013-07-19,,,,,,,,,Unknown
2013,Drift,tt1714833,Drift,113.0,"Biography,Drama,Sport",6.3,4454.0,en,Drift,2013-08-02,,,,,,,,,11400000
2013,Drift,tt3153668,Drift,83.0,Drama,7.0,59.0,en,Drift,2013-08-02,,,,,,,,,11400000
2013,Drinking Buddies,tt2265398,Drinking Buddies,90.0,"Comedy,Drama,Romance",6.1,53546.0,en,Drinking Buddies,2013-08-23,,,,45.0,"Aug 23, 2013","$500,000","$343,706","$407,100",1000000
2013,Drones,tt2179027,Drones,82.0,Thriller,4.5,719.0,en,Drones,2013-10-25,,,,,,,,,Unknown
2013,Dry Bones,tt2547290,Dry Bones,90.0,"Horror,Thriller",5.2,82.0,en,Dry Bones,2013-10-18,,,,,,,,,Unknown
2013,Dry Spell,tt2375036,Dry Spell,90.0,"Comedy,Romance",3.3,120.0,en,Dry Spell,2013-02-14,,,,,,,,,Unknown
2013,Dual,tt2917916,Dvojina,102.0,Drama,7.1,410.0,en,Dual,2013-09-23,,,,,,,,,Unknown
2013,Dust of War,tt2051872,Dust of War,92.0,"Action,Sci-Fi",3.7,238.0,en,Dust of War,2013-07-18,,,,,,,,,Unknown
2013,Dv,tt2644690,Dv,70.0,Horror,2.5,16.0,en,Dv,2013-01-30,,,,,,,,,Unknown
2013,Early Grave,tt2040336,Early Grave,80.0,"Horror,Thriller",5.0,26.0,en,Early Grave,2013-10-08,,,,,,,,,Unknown
2013,Easier Said Than Done,tt3151394,Easier Said Than Done,75.0,Documentary,7.6,40.0,en,Easier Said Than Done,2013-10-02,,,,,,,,,Unknown
2013,Eastwood Directs: The Untold Story,tt2807548,Eastwood Directs: The Untold Story,65.0,Documentary,6.8,187.0,en,Eastwood Directs: The Untold Story,2013-04-27,,,,,,,,,Unknown
2013,Echo Dr.,tt2343473,Echo Dr.,81.0,"Action,Drama,Sci-Fi",3.6,112.0,en,Echo Dr.,2013-11-08,,,,,,,,,13000000
2013,Eenie Meenie Miney Moe,tt2165743,Eenie Meenie Miney Moe,94.0,"Crime,Drama,Thriller",5.5,226.0,en,Eenie Meenie Miney Moe,2013-03-07,,,,,,,,,Unknown
2013,El Quetzal de Jade,tt3349644,El Quetzal de Jade,66.0,"Action,Drama,Thriller",5.0,9.0,en,El Quetzal de Jade,2013-01-01,,,,,,,,,Unknown
2013,Elaine Stritch: Shoot Me,tt2405792,Elaine Stritch: Shoot Me,81.0,Documentary,7.5,858.0,en,Elaine Stritch: Shoot Me,2013-04-09,,,,,,,,,Unknown
2013,Elysium,tt1535108,Elysium,109.0,"Action,Drama,Sci-Fi",6.6,395572.0,en,Elysium,2013-08-09,TriS,93100000.0,193100000,92.0,"Aug 9, 2013","$120,000,000","$93,050,117","$286,192,091",115000000
2013,Emily,tt4883762,Emily,26.0,Documentary,,,en,Emily,2013-06-21,,,,,,,,,Unknown
2013,Empire State,tt2171867,Empire State,94.0,"Crime,Thriller",5.2,18055.0,en,Empire State,2013-09-03,,,,,,,,,11000000
2013,Ender's Game,tt1731141,Ender's Game,114.0,"Action,Adventure,Fantasy",6.6,211722.0,en,Ender's Game,2013-11-01,LG/S,61700000.0,63800000,36.0,"Nov 1, 2013","$110,000,000","$61,737,191","$127,983,283",Unknown
2013,Enemies Closer,tt2395199,Enemies Closer,85.0,"Action,Thriller",5.2,5155.0,en,Enemies Closer,2013-12-24,,,,,,,,,5000000
2013,Enough Said,tt2390361,Enough Said,93.0,"Comedy,Drama,Romance",7.0,55698.0,en,Enough Said,2013-09-18,FoxS,17600000.0,7700000,88.0,"Sep 18, 2013","$8,000,000","$17,550,872","$25,621,449",8000000
2013,Enter the Dangerous Mind,tt2229377,Enter the Dangerous Mind,88.0,Thriller,5.2,915.0,en,Enter the Dangerous Mind,2013-03-11,,,,,,,,,Unknown
2013,Entwinement,tt2398159,Entwinement,106.0,Drama,5.8,69.0,en,Entwinement,2013-05-01,,,,,,,,,Unknown
2013,Epic,tt0848537,Epic,102.0,"Adventure,Animation,Family",6.7,95318.0,en,Epic,2013-05-24,Fox,107500000.0,160900000,77.0,"May 24, 2013","$100,000,000","$107,518,682","$262,794,441",93000000
2013,Epitaph: Bread and Salt,tt1753788,Epitaph: Bread and Salt,90.0,"Action,Horror,Sci-Fi",4.3,65.0,en,Epitaph: Bread and Salt,2013-07-30,,,,,,,,,Unknown
2013,Escape Plan,tt1211956,Escape Plan,115.0,"Action,Crime,Mystery",6.7,211587.0,en,Escape Plan,2013-10-18,LG/S,25100000.0,112200000,37.0,"Oct 18, 2013","$70,000,000","$25,135,965","$103,735,965",70000000
2013,Escape from Planet Earth,tt0765446,Escape from Planet Earth,89.0,"Adventure,Animation,Comedy",5.9,23298.0,en,Escape from Planet Earth,2013-02-14,,,,,,,,,40000000
2013,Escape from Tomorrow,tt2187884,Escape from Tomorrow,90.0,"Drama,Fantasy,Horror",5.2,8665.0,en,Escape from Tomorrow,2013-10-11,,,,100.0,"Oct 11, 2013","$650,000","$171,962","$171,962",650000
2013,Essex Boys Retribution,tt3339624,Essex Boys Retribution,82.0,Crime,4.1,740.0,en,Essex Boys Retribution,2013-12-23,,,,,,,,,Unknown
2013,Eternal Torture,tt3289816,Eternal Torture,75.0,Drama,,,en,Eternal Torture,2013-12-07,,,,,,,,,Unknown
2013,Europa Report,tt2051879,Europa Report,90.0,"Drama,Mystery,Sci-Fi",6.4,62994.0,en,Europa Report,2013-06-27,,,,,,,,,Unknown
2013,Everybody Street,tt2784462,Everybody Street,83.0,"Biography,Documentary,History",7.7,581.0,en,Everybody Street,2013-04-28,,,,,,,,,Unknown
2013,Everyday Is Like Sunday,tt2378100,Everyday Is Like Sunday,90.0,"Comedy,Drama",6.9,37.0,en,Everyday Is Like Sunday,2013-11-07,,,,,,,,,Unknown
2013,Everyone's Going to Die,tt2091295,Everyone's Going to Die,87.0,Drama,6.9,262.0,en,Everyone's Going to Die,2013-03-10,,,,,,,,,Unknown
2013,Evidence,tt1828970,Evidence,94.0,"Crime,Mystery,Thriller",5.4,6475.0,en,Evidence,2013-07-19,,,,,,,,,Unknown
2013,Evil Dead,tt1288558,Evil Dead,91.0,"Fantasy,Horror,Thriller",6.5,146399.0,en,Evil Dead,2013-04-05,,,,77.0,"Apr 5, 2013","$17,000,000","$54,239,856","$97,778,356",17000000
2013,Exhibition,tt2436452,Exhibition,104.0,Drama,5.8,941.0,en,Exhibition,2013-10-08,,,,,,,,,Unknown
2013,Exit to Hell,tt1409798,Exit to Hell,81.0,"Action,Horror,Thriller",3.5,339.0,en,Exit to Hell,2013-09-30,,,,,,,,,Unknown
2013,Exorcist Chronicles,tt2239078,Exorcist Chronicles,88.0,Horror,2.2,142.0,en,Exorcist Chronicles,2013-04-01,,,,,,,,,Unknown
2013,Expecting,tt2040367,Gus,87.0,"Comedy,Drama",5.1,1205.0,en,Gus,2013-12-06,,,,,,,,,Unknown
2013,Exposed,tt2649370,Exposed,77.0,"Comedy,Documentary,History",6.7,76.0,en,Exposed,2013-11-15,,,,,,,,,Unknown
2013,Extraction,tt2823574,Extraction,106.0,Action,4.8,997.0,en,Extraction,2013-09-05,,,,,,,,,Unknown
2013,Extraordinary: The Stan Romanek Story,tt3312748,Extraordinary: The Stan Romanek Story,105.0,"Documentary,Drama,Sci-Fi",3.8,1575.0,en,Extraordinary: The Stan Romanek Story,2013-11-02,,,,,,,,,Unknown
2013,Fading West,tt3300954,Fading West,84.0,"Documentary,Family,Music",8.7,239.0,en,Fading West,2013-12-09,,,,,,,,,Unknown
2013,Fall to Grace,tt2763308,Fall to Grace,48.0,Documentary,6.0,87.0,en,Fall to Grace,2013-01-18,,,,,,,,,Unknown
2013,Family Weekend,tt1821426,Family Weekend,105.0,"Comedy,Drama",6.3,6364.0,en,Family Weekend,2013-03-28,,,,,,,,,Unknown
2013,Farah Goes Bang,tt2396485,Farah Goes Bang,92.0,Comedy,7.0,64.0,en,Farah Goes Bang,2013-04-19,,,,,,,,,Unknown
2013,Fast & Furious 6,tt1905041,Furious 6,130.0,"Action,Crime,Thriller",7.1,346747.0,en,Fast & Furious 6,2013-05-22,Uni.,238700000.0,550000000,,,,,,Unknown
2013,Fastwalkers Open Files Volume Five,tt7884450,Fastwalkers Open Files Volume Five,73.0,Documentary,,,en,Fastwalkers Open Files Volume Five,2013-01-17,,,,,,,,,Unknown
2013,Fat Shaker,tt2617600,Larzanandeye charbi,85.0,"Drama,Fantasy,Mystery",4.3,155.0,en,Larzanandeye charbi,2013-01-18,,,,,,,,,Unknown
2013,Fateful Findings,tt2332623,Fateful Findings,100.0,"Drama,Fantasy,Mystery",4.7,3646.0,en,Fateful Findings,2013-05-23,,,,,,,,,Unknown
2013,Favor,tt1971397,Favor,102.0,Thriller,6.3,795.0,en,Favor,2013-04-05,,,,,,,,,20000000
2013,Feed Me,tt3208960,Bu ru qi de nu ren,,Drama,5.3,17.0,en,Feed Me,2013-11-19,,,,,,,,,Unknown
2013,Feed Me,tt7573742,Feed Me,100.0,"Horror,Thriller",,,en,Feed Me,2013-11-19,,,,,,,,,Unknown
2013,Feeding Mr. Baldwin,tt2201772,Feeding Mr. Baldwin,94.0,"Comedy,Crime,Thriller",5.6,109.0,en,Feeding Mr. Baldwin,2013-04-04,,,,,,,,,Unknown
2013,Feels So Good,tt2958316,Feels So Good,81.0,Comedy,5.4,210.0,en,Feels So Good,2013-11-21,,,,,,,,,Unknown
2013,Fighting for Freedom,tt1776946,Fighting for Freedom,87.0,Drama,5.7,58.0,en,Fighting for Freedom,2013-10-08,,,,,,,,,Unknown
2013,Final Footage,tt2802312,Final Footage,71.0,Horror,3.0,9.0,en,Final Footage,2013-06-01,,,,,,,,,Unknown
2013,Final Move,tt2182093,Final Move,105.0,Thriller,4.3,34.0,en,Final Move,2013-10-08,,,,,,,,,Unknown
2013,Final Recipe,tt1977755,Final Recipe,97.0,Drama,7.0,318.0,en,Final Recipe,2013-10-10,,,,,,,,,Unknown
2013,Final Recourse,tt2562726,Final Recourse,91.0,"Drama,Thriller",5.4,349.0,en,Final Recourse,2013-12-29,,,,,,,,,Unknown
2013,Final: The Rapture,tt2710368,Final: The Rapture,90.0,Thriller,5.8,1234.0,en,Final: The Rapture,2013-09-13,,,,,,,,,Unknown
2013,Finders Keepers: The Root of All Evil,tt2219868,Finders Keepers: The Root of All Evil,74.0,"Action,Horror,Thriller",3.5,113.0,en,Finders Keepers: The Root of All Evil,2013-04-04,,,,,,,,,Unknown
2013,Finding Faith,tt2201760,Finding Faith,104.0,Family,6.3,117.0,en,Finding Faith,2013-01-15,,,,,,,,,Unknown
2013,Finding Joy,tt1975158,Finding Joy,96.0,"Comedy,Drama",5.3,344.0,en,Finding Joy,2013-06-07,,,,,,,,,Unknown
2013,Finding Neighbors,tt1916766,Finding Neighbors,96.0,"Comedy,Drama",5.9,108.0,en,Finding Neighbors,2013-10-25,,,,,,,,,Unknown
2013,First Comes Love,tt2954776,First Comes Love,105.0,Documentary,6.6,298.0,en,First Comes Love,2013-05-13,,,,,,,,,Unknown
2013,First Period,tt2508258,First Period,100.0,Comedy,6.3,535.0,en,First Period,2013-07-27,,,,,,,,,Unknown
2013,Five Dances,tt2186781,Five Dances,83.0,"Drama,Music,Romance",7.2,2320.0,en,Five Dances,2013-10-04,,,,,,,,,Unknown
2013,Flex Is Kings,tt2393799,Flex Is Kings,80.0,Documentary,5.4,105.0,en,Flex Is Kings,2013-04-18,,,,,,,,,Unknown
2013,Force of Execution,tt2611626,Force of Execution,99.0,"Action,Crime",4.5,2755.0,en,Force of Execution,2013-12-31,,,,,,,,,Unknown
2013,Forev,tt2827192,Forev,88.0,"Comedy,Drama,Romance",5.7,273.0,en,Forev,2013-06-15,,,,,,,,,Unknown
2013,Forever's End,tt2014225,Forever's End,92.0,Thriller,5.0,226.0,en,Forever's End,2013-06-07,,,,,,,,,Unknown
2013,Forty Years from Yesterday,tt2290710,Forty Years from Yesterday,77.0,Drama,5.8,32.0,en,Forty Years from Yesterday,2013-06-13,,,,,,,,,Unknown
2013,Four Dogs,tt2828148,Four Dogs,80.0,"Comedy,Drama",6.9,27.0,en,Four Dogs,2013-06-16,,,,,,,,,Unknown
2013,FrackNation,tt2609156,FrackNation,77.0,Documentary,6.1,868.0,en,FrackNation,2013-01-07,,,,,,,,,Unknown
2013,Fractured,tt2193191,Fractured,91.0,Thriller,4.2,403.0,en,Fractured,2013-04-14,,,,,,,,,Unknown
2013,Frankenstein's Army,tt1925435,Frankenstein's Army,84.0,Horror,5.3,7423.0,en,Frankenstein's Army,2013-07-26,,,,,,,,,Unknown
2013,Frankenstein's Hungry Dead,tt2624716,Dr. Frankenstein's Wax Museum of the Hungry Dead,85.0,Horror,4.1,112.0,en,Dr. Frankenstein's Wax Museum of the Hungry Dead,2013-03-23,,,,,,,,,6100000
2013,Frat Brothers,tt2722326,Frat Brothers,102.0,Drama,6.2,58.0,en,Frat Brothers,2013-10-08,,,,,,,,,Unknown
2013,Free Birds,tt1621039,Free Birds,91.0,"Adventure,Animation,Comedy",5.9,20934.0,en,Free Birds,2013-11-01,Rela.,55800000.0,54600000,16.0,"Nov 1, 2013","$55,000,000","$55,750,480","$110,387,072",55000000
2013,Free Ride,tt1839482,Free Ride,86.0,"Action,Drama,Thriller",5.6,1945.0,en,Free Ride,2013-10-10,,,,,,,,,Unknown
2013,Friend Request,tt2277308,Friend Request,91.0,Thriller,4.0,116.0,en,Friend Request,2013-05-05,,,,,,,,,Unknown
2013,Friends from France,tt2071465,Les interdits,101.0,"Adventure,Drama,History",6.0,114.0,en,Les Interdits,2013-12-20,,,,,,,,,Unknown
2013,Friends of Mine,tt2430922,Friends of Mine,62.0,"Documentary,Drama",8.4,11.0,en,Friends of Mine,2013-10-18,,,,,,,,,Unknown
2013,From the Rough,tt1704586,From the Rough,97.0,"Drama,Sport",6.8,807.0,en,From the Rough,2013-06-08,,,,,,,,,Unknown
2013,Frozen,tt2294629,Frozen,102.0,"Adventure,Animation,Comedy",7.5,516998.0,en,Frozen,2013-11-27,BV,400700000.0,875700000,56.0,"Nov 22, 2013","$150,000,000","$400,738,009","$1,272,469,910",150000000
2013,Fruitvale Station,tt2334649,Fruitvale Station,85.0,"Biography,Drama,Romance",7.5,68187.0,en,Fruitvale Station,2013-07-26,Wein.,16100000.0,1300000,38.0,"Jul 12, 2013","$900,000","$16,098,998","$17,549,645",900000
2013,Full Circle,tt2375037,Full Circle,83.0,"Action,Comedy",6.9,339.0,en,Full Circle,2013-04-08,,,,,,,,,Unknown
2013,G.I. Joe: Retaliation,tt1583421,G.I. Joe: Retaliation,110.0,"Action,Adventure,Sci-Fi",5.8,165536.0,en,G.I. Joe: Retaliation,2013-03-29,Par.,122500000.0,253200000,13.0,"Mar 27, 2013","$140,000,000","$122,523,060","$375,740,705",155000000
2013,GMO OMG,tt2461034,GMO OMG,90.0,Documentary,6.5,1346.0,en,GMO OMG,2013-09-13,,,,,,,,,Unknown
2013,Game,tt2167751,Game,80.0,"Drama,Thriller",7.5,13.0,en,Game,2013-04-05,,,,,,,,,Unknown
2013,Game,tt2989798,Game,30.0,"Action,Adventure,Documentary",,,en,Game,2013-04-05,,,,,,,,,Unknown
2013,Gangs of Tooting Broadway,tt2064984,Gangs of Tooting Broadway,86.0,"Action,Crime,Drama",3.8,140.0,en,Gangs of Tooting Broadway,2013-02-04,,,,,,,,,Unknown
2013,Gangster Squad,tt1321870,Gangster Squad,113.0,"Action,Crime,Drama",6.7,195560.0,en,Gangster Squad,2013-01-11,WB,46000000.0,59200000,4.0,"Jan 11, 2013","$60,000,000","$46,000,903","$104,100,903",75000000
2013,Gasland Part II,tt2795078,Gasland Part II,125.0,Documentary,7.7,1515.0,en,Gasland Part II,2013-04-20,,,,,,,,,Unknown
2013,Generation Iron,tt2205904,Generation Iron,106.0,"Documentary,Drama,Sport",7.1,7128.0,en,Generation Iron,2013-09-20,TVC,850000.0,,,,,,,Unknown
2013,Gentlemen Explorers,tt2831374,Gentlemen Explorers,91.0,Fantasy,5.0,12.0,en,Gentlemen Explorers,2013-05-25,,,,,,,,,Unknown
2013,Geography Club,tt2235902,Geography Club,84.0,Comedy,6.6,4951.0,en,Geography Club,2013-05-22,,,,,,,,,Unknown
2013,Germ,tt1495776,Germ,80.0,"Action,Drama,Horror",3.7,735.0,en,Germ,2013-03-12,,,,,,,,,Unknown
2013,Getaway,tt2167202,Getaway,90.0,"Action,Crime,Thriller",4.4,22157.0,en,Getaway,2013-08-29,,,,20.0,"Aug 30, 2013","$18,000,000","$10,501,938","$11,813,989",18000000
2013,Ghanchakkar,tt2246724,Ghanchakkar,137.0,"Comedy,Crime,Thriller",5.7,4374.0,en,Ghanchakkar,2013-06-28,UTV,203000.0,,,,,,,Unknown
2013,Ghost Team One,tt2272336,Ghost Team One,84.0,"Comedy,Horror",4.4,2051.0,en,Ghost Team One,2013-01-20,,,,,,,,,Unknown
2013,Gibsonburg,tt2345555,Gibsonburg,90.0,"Drama,Mystery,Romance",5.4,91.0,en,Gibsonburg,2013-06-07,,,,,,,,,Unknown
2013,Gideon's Army,tt2179053,Gideon's Army,96.0,Documentary,7.7,740.0,en,Gideon's Army,2013-01-21,,,,,,,,,Unknown
2013,Gimme Shelter,tt1657510,Gimme Shelter,101.0,Drama,6.5,7740.0,en,Gimme Shelter,2013-10-17,,,,,,,,,Unknown
2013,Gippi,tt2814372,Gippi,95.0,"Comedy,Drama",5.6,726.0,en,Gippi,2013-05-10,,,,,,,,,Unknown
2013,Girl Meets Boy,tt1745784,Peace and Riot,88.0,Comedy,4.2,190.0,en,Girl Meets Boy,2013-06-04,,,,,,,,,Unknown
2013,Girl Rising,tt2444946,Girl Rising,101.0,"Documentary,Drama",7.1,1126.0,en,Girl Rising,2013-03-07,,,,,,,,,Unknown
2013,Girl on a Bicycle,tt1686042,Girl on a Bicycle,101.0,"Comedy,Drama,Romance",6.2,1998.0,en,Girl on a Bicycle,2013-04-04,,,,,,,,,Unknown
2013,Glacial Balance,tt2419450,Glacial Balance,95.0,"Adventure,Documentary,Drama",6.3,9.0,en,Glacial Balance,2013-12-02,,,,,,,,,Unknown
2013,Go for Sisters,tt2247432,Go for Sisters,123.0,"Crime,Drama,Thriller",6.4,459.0,en,Go for Sisters,2013-11-08,,,,,,,,,Unknown
2013,God Loves Uganda,tt1874513,God Loves Uganda,83.0,Documentary,7.4,1108.0,en,God Loves Uganda,2013-10-11,,,,,,,,,Unknown
2013,Going Attractions: The Definitive Story of the American Drive-in Movie,tt2461226,Going Attractions: The Definitive Story of the American Drive-in Movie,85.0,"Documentary,Family,History",7.3,92.0,en,Going Attractions: The Definitive Story of the American Drive-in Movie,2013-06-07,,,,,,,,,Unknown
2013,Golden Gate Girls,tt3266606,Golden Gate Girls,90.0,"Biography,Documentary,History",8.6,14.0,en,Golden Gate Girls,2013-11-09,,,,,,,,,Unknown
2013,Gone Dark,tt2147303,Gone Dark,78.0,Action,3.0,136.0,en,Gone Dark,2013-11-01,,,,,,,,,Unknown
2013,Gone Missing,tt1729674,Gone Missing,90.0,"Adventure,Crime,Drama",5.5,739.0,en,Gone Missing,2013-06-14,,,,,,,,,Unknown
2013,Good Morning Karachi,tt1842446,Good Morning Karachi,80.0,Drama,5.7,221.0,en,Good Morning Karachi,2013-11-09,,,,,,,,,Unknown
2013,Good Night,tt1675163,Good Night,83.0,"Comedy,Drama",5.9,145.0,en,Good Night,2013-03-08,,,,,,,,,7000000
2013,Good Ol' Freda,tt2505938,Good Ol' Freda,86.0,"Biography,Documentary,History",7.3,1731.0,en,Good Ol' Freda,2013-09-06,,,,,,,,,Unknown
2013,Goodbye World,tt2352802,Goodbye World,99.0,"Comedy,Drama",5.5,6143.0,en,Goodbye World,2013-06-15,,,,,,,,,Unknown
2013,"Goodnight, Sugar Babe: The Killing of Vera Jo Reigle",tt2925730,"Goodnight, Sugar Babe: The Killing of Vera Jo Reigle",87.0,"Biography,Crime,Documentary",6.5,390.0,en,"Goodnight, Sugar Babe: The Killing of Vera Jo Reigle",2013-04-01,,,,,,,,,Unknown
2013,Google and the World Brain,tt2551516,Google and the World Brain,90.0,"Documentary,Drama",6.7,771.0,en,Google and the World Brain,2013-01-18,,,,,,,,,Unknown
2013,Grace Unplugged,tt2349460,Grace Unplugged,102.0,"Drama,Music",6.2,3006.0,en,Grace Unplugged,2013-10-04,,,,43.0,"Oct 4, 2013","$1,700,000","$2,507,159","$2,507,159",1700000
2013,Gravity,tt1454468,Gravity,91.0,"Drama,Sci-Fi,Thriller",7.7,710018.0,en,Gravity,2013-10-04,WB,274100000.0,449100000,16.0,"Oct 4, 2013","$110,000,000","$274,092,705","$693,698,673",130000000
2013,GreasePaint,tt2983602,GreasePaint,84.0,"Comedy,Documentary,Drama",6.4,10.0,en,GreasePaint,2013-01-01,,,,,,,,,Unknown
2013,Great Expectations,tt2736822,Great Expectations,145.0,Drama,6.8,69.0,en,Great Expectations,2013-11-08,,,,,,,,,Unknown
2013,Green Eyes,tt1986850,Green Eyes,114.0,"Drama,Romance",6.2,42.0,en,Green Eyes,2013-03-09,,,,,,,,,Unknown
2013,Growing Cities,tt2408586,Growing Cities,97.0,"Adventure,Documentary",7.4,23.0,en,Growing Cities,2013-01-22,,,,,,,,,Unknown
